cue,category,feature,relation,association,nWords,frequency
monkey,Animals,banana,S-LIVING,banana,1,6
monkey,Animals,is bouncy,E-BEH,bouncy,1,7
monkey,Animals,is brown,E-EXSURF,brown,1,5
monkey,Animals,is furry,E-EXSURF,furry,1,9
monkey,Animals,inteligent,E-SYS,inteligent,1,6
monkey,Animals,climbs trees,E-BEH,climbs,1,7
monkey,Animals,lives in the jungle,S-LOC,jungle,1,12
monkey,Animals,similar to a man,I-REP,man,1,5
moon,Nature,full,E-EXSURF,full,1,6
moon,Nature,light,S-FUNC,light,1,6
moon,Nature,night,E-BEH,night,1,15
moon,Nature,is romantic,I-EVAL,romantic,1,9
moon,Nature,a satelite,T-SUPER,satelite,1,7
moose,Animals,an animal,T-SUPER,animal,1,28
moose,Animals,is nice,I-EVAL,nice,1,5
moose,Animals,a quadruped,T-SUPER,quadruped,1,8
moose,Animals,has horns,E-EXCOMP,horns,1,22
moose,Animals,has legs,E-EXCOMP,legs,1,6
moose,Animals,lives in the forest,S-LOC,forest,1,8
motorcycle,Vehicles,is dangerous,I-EVAL,dangerous,1,11
motorcycle,Vehicles,is fast,E-SYS,fast,1,15
motorcycle,Vehicles,helmet,S-OBJECT,helmet,1,6
motorcycle,Vehicles,is noisy,E-SYS,noisy,1,7
motorcycle,Vehicles,has wheels,E-EXCOMP,wheels,1,12
motorcycle,Vehicles,a mean of transportation,T-SUPER,transportation,1,11
mountain,Nature,is big,E-QUANT,big,1,5
mountain,Nature,is nice,I-EVAL,nice,1,5
mountain,Nature,is tall,E-QUANT,tall,1,9
mountain,Nature,mountain range,T-COORD,mountain range,2,6
mountain,Nature,eg - covered with snow,E-EXSURF,snow,1,9
mountain,Nature,a part of a landscape,E-WHOLE,landscape,1,6
mountain,Nature,a part of a mountain range,E-WHOLE,mountain range,2,6
mouse,Animals,an animal,T-SUPER,animal,1,13
mouse,Animals,is dirty,I-EVAL,dirty,1,9
mouse,Animals,illness,I-CONTIN,illness,1,7
mouse,Animals,a rodent,T-SUPER,rodent,1,12
mouse,Animals,is small,E-QUANT,small,1,5
mouse,Animals,eats  cheese,E-BEH,eats,1,7
mouse,Animals,has a tail,E-EXCOMP,tail,1,9
mouse,Animals,lives in the hole,S-LOC,hole,1,7
mouth,Body parts,a part of the body,E-WHOLE,body,1,5
mouth,Body parts,a part of the face,E-WHOLE,face,1,5
mouth,Body parts,used for eating,S-FUNC,eating,1,19
mouth,Body parts,used for kissing,S-FUNC,kissing,1,7
mouth,Body parts,used for speaking,S-FUNC,speaking,1,16
mouth,Body parts,has lips,E-EXCOMP,lips,1,7
mouth,Body parts,has teeth,E-INCOMP,teeth,1,10
mouth,Body parts,has tonge,E-INCOMP,tonge,1,5
mushroom,Plants,champignon,S-OBJECT,champignon,1,5
mushroom,Plants,is eaten,S-ACTION,eaten,1,5
mushroom,Plants,is edible,S-ACTION,edible,1,12
mushroom,Plants,is poisonous,E-SYS,poisonous,1,11
mushroom,Plants,it is of different species,T-SUBORD,species,1,5
nail,Tools,hammer,S-OBJECT,hammer,1,8
nail,Tools,is nailed,S-ACTION,nailed,1,5
nail,Tools,used for hanging,S-FUNC,hanging,1,5
nail,Tools,used for hanging paintings,S-FUNC,paintings,1,5
nail,Tools,used for making ferniture,S-FUNC,ferniture,1,8
nail,Tools,has a tip,E-EXCOMP,tip,1,5
nail,Tools,made of metal,E-MAT,metal,1,10
nail file,Accessories,is rough,E-EXSURF,rough,1,5
nail file,Accessories,is small,E-EXSURF,small,1,5
nail file,Accessories,used for filing,S-FUNC,filing,1,6
nail file,Accessories,used for polishing the nails,S-FUNC,polishing,1,9
nail file,Accessories,is useful,I-EVAL,useful,1,6
nail file,Accessories,made of cardboard,E-MAT,cardboard,1,5
nail file,Accessories,made of metal,E-MAT,metal,1,9
necklace,Accessories,an accesory,T-SUPER,accessory,1,6
necklace,Accessories,an ornament,T-SUPER,ornament,1,11
necklace,Accessories,made of pearl,E-MAT,pearl,1,8
needle,Tools,thread,S-OBJECT,thread,1,6
needle,Tools,used for knitting,S-FUNC,knitting,1,10
needle,Tools,used for sawing,S-FUNC,sawing,1,21
needle,Tools,used for stabbing,S-FUNC,stabbing,1,10
needle,Tools,made of steel,E-MAT,steel,1,6
net,Tools,used by the fisherman,S-PERSON,fisherman,1,6
net,Tools,used for fishing,S-FUNC,fishing,1,15
net,Tools,made of thread,E-MAT,thread,1,5
nose,Body parts,eg - aquiline,T-SUBORD,aquiline,1,5
nose,Body parts,is big,E-QUANT,big,1,6
nose,Body parts,cold,S-EVENT,cold,1,5
nose,Body parts,a part of the face,E-WHOLE,face,1,15
nose,Body parts,smell,S-FUNC,smell,1,13
nose,Body parts,used for breathing,S-FUNC,breathing,1,11
nose,Body parts,has mucus,E-INCOMP,mucus,1,5
nut,Tools,is big,E-QUANT,big,1,5
nut,Tools,is hexagonal,E-EXSURF,hexagonal,1,5
nut,Tools,mechanic,S-PERSON,mechanic,1,5
nut,Tools,screw,S-OBJECT,screw,1,12
nut,Tools,is small,E-QUANT,small,1,6
nut,Tools,used for fastenning,S-FUNC,fastenning,1,11
nut,Tools,made of metal,E-MAT,metal,1,6
octopus,Animals,is eaten,S-ACTION,eaten,1,18
octopus,Animals,a mollusk,S-LOC,mollusk,1,7
octopus,Animals,stew,E-WHOLE,stew,1,6
octopus,Animals,is ugly,I-EVAL,ugly,1,5
octopus,Animals,has tentacles,E-EXCOMP,tentacles,1,14
octopus,Animals,tastes good,I-EVAL,good,1,8
octopus,Animals,lives in the sea,S-LOC,sea,1,24
onion,Vegetables,is acid,E-EXSURF,acid,1,6
onion,Vegetables,is eaten,S-ACTION,eaten,1,6
onion,Vegetables,eg - purple,T-SUBORD,purple,1,5
onion,Vegetables,used for flavouring,S-FUNC,flavouring,1,5
onion,Vegetables,used for making salads,S-ACTION,salads,1,7
onion,Vegetables,a vegetable,T-SUPER,vegetable,1,6
onion,Vegetables,eg - white,T-SUBORD,white,1,5
onion,Vegetables,has layers,E-EXCOMP,layers,1,6
onion,Vegetables,makes cry,S-FUNC,cry,1,17
onion,Vegetables,the kitchen,S-LOC,kitchen,1,NA
orange,Fruits,is acid,E-EXSURF,acid,1,7
orange,Fruits,a citrus,T-SUPER,citrus,1,8
orange,Fruits,a fruit,T-SUPER,fruit,1,18
orange,Fruits,is juicy,E-INSURF,juicy,1,6
orange,Fruits,is sweet,E-INSURF,sweet,1,11
orange,Fruits,used for juice,S-FUNC,juice,1,9
orange,Fruits,has seeds,E-INCOMP,seeds,1,5
orange,Fruits,has skin,E-EXCOMP,skin,1,6
ostrich,Animals,an animal,T-SUPER,animal,1,7
ostrich,Animals,is big,E-QUANT,big,1,10
ostrich,Animals,a bird,T-SUPER,bird,1,9
ostrich,Animals,is fast,E-SYS,fast,1,13
ostrich,Animals,runs,E-BEH,runs,1,5
ostrich,Animals,has feathers,E-EXCOMP,feathers,1,15
ostrich,Animals,lays eggs,E-BEH,eggs,1,13
ostrich,Animals,has a beak,E-EXCOMP,beak,1,7
ostrich,Animals,lays big eggs,E-BEH,eggs,1,5
ostrich,Animals,lives in the countryside,S-LOC,countryside,1,7
oven mitt,Utensils,detergent,S-OBJECT,detergent,1,6
oven mitt,Utensils,oven,S-OBJECT,oven,1,7
oven mitt,Utensils,tableware,S-OBJECT,tableware,1,6
oven mitt,Utensils,used for cleaning,S-FUNC,cleaning,1,12
oven mitt,Utensils,worn on the hand,S-LOC,hand,1,8
oven mitt,Utensils,different colors,E-EXSURF,colors,1,5
oven mitt,Utensils,made of rubber,E-MAT,rubber,1,10
oven mitt,Utensils,protects the hand,S-FUNC,protects,1,9
oven mitt,Utensils,used for avoiding getting burned,S-FUNC,burned,1,8
owl,Animals,an animal,T-SUPER,animal,1,12
owl,Animals,a bird,T-SUPER,bird,1,15
owl,Animals,is nocturnal,S-TIME,nocturnal,1,10
owl,Animals,has feathers,E-EXCOMP,feathers,1,9
owl,Animals,makes noises,E-BEH,noises,1,5
owl,Animals,lives in caves,S-LOC,caves,1,5
paddle,Objects,ball,S-OBJECT,ball,1,17
paddle,Objects,net,S-OBJECT,net,1,8
paddle,Objects,table,S-OBJECT,table,1,12
paddle,Objects,used for playing,S-FUNC,playing,1,21
paddle,Objects,used for playing sports,S-FUNC,playing,1,7
paddle,Objects,made of wood,E-MAT,wood,1,13
paintbrush,Utensils,used by artists,S-PERSON,artists,1,7
paintbrush,Utensils,paint,E-INCOMP,paint,1,15
paintbrush,Utensils,used by painters,S-PERSON,painters,1,6
paintbrush,Utensils,a tool,T-SUPER,tool,1,11
paintbrush,Utensils,used for painting,S-FUNC,painting,1,20
paintbrush,Utensils,has bristles,E-EXCOMP,bristles,1,14
paintbrush,Utensils,has grip,E-EXCOMP,grip,1,5
palm tree,Plants,hot,S-TIME,hot,1,5
palm tree,Plants,a plant,T-SUPER,plant,1,10
palm tree,Plants,is tall,E-QUANT,tall,1,7
palm tree,Plants,a tree,T-SUPER,tree,1,5
palm tree,Plants,gives coconuts,E-BEH,coconuts,1,11
palm tree,Plants,gives shade,E-BEH,v,1,8
palm tree,Plants,found in the beache,S-LOC,beache,1,11
palm tree,Plants,found in the Caribbean,S-LOC,Caribbean,1,NA
panda,Animals,an animal,T-SUPER,animal,1,12
panda,Animals,is big,E-QUANT,big,1,6
panda,Animals,is endangered,E-SYS,endangered,1,11
panda,Animals,is furry,E-EXSURF,furry,1,5
panda,Animals,is nice,I-EVAL,nice,1,7
panda,Animals,is tender,E-SYS,tender,1,10
panda,Animals,Teddy bear,T-SUBORD,Teddy bear,2,NA
panda,Animals,is black and white,E-EXSURF,black and white,3,14
panda,Animals,lives in China,S-LOC,China,1,NA
pants,Clothing,clothing,T-SUPER,clothing,1,24
pants,Clothing,coat,T-SUPER,coat,1,9
pants,Clothing,is comfortable,I-EVAL,comfortable,1,7
pants,Clothing,eg - formal,T-SUBORD,formal,1,5
pants,Clothing,is long,E-QUANT,long,1,11
pants,Clothing,used by women,S-PERSON,women,1,8
pants,Clothing,worn by men,S-PERSON,men,1,11
pants,Clothing,different colors,E-EXSURF,colors,1,7
pants,Clothing,eg - sport pants,T-SUBORD,sport pants,2,7
pants,Clothing,eg_-_ is short,E-QUANT,short,1,10
pants,Clothing,made of fabric,E-MAT,fabric,1,9
parrot,Animals,an animal,T-SUPER,animal,1,8
parrot,Animals,a bird,T-SUPER,bird,1,9
parrot,Animals,is chatty,E-SYS,chatty,1,7
parrot,Animals,flies,E-BEH,flies,1,6
parrot,Animals,is green,E-EXSURF,green,1,11
parrot,Animals,talks,E-BEH,talks,1,7
parrot,Animals,has feathers,E-EXCOMP,feathers,1,6
peach,Fruits,dessert,T-SUPER,dessert,1,5
peach,Fruits,a fruit,T-SUPER,fruit,1,16
peach,Fruits,summer,S-TIME,summer,1,6
peach,Fruits,is sweet,E-INSURF,sweet,1,11
peach,Fruits,used to make smoothies,S-ACTION,smoothies,1,5
peach,Fruits,has fluff,E-EXCOMP,fluff,1,6
peach,Fruits,tastes good,I-EVAL,good,1,17
peach,Fruits,has a pit,E-INCOMP,pit,1,8
peacock,Animals,an animal,T-SUPER,animal,1,8
peacock,Animals,a bird,T-SUPER,bird,1,14
peacock,Animals,is nice,I-EVAL,nice,1,9
peacock,Animals,different colors,E-EXSURF,colors,1,21
peacock,Animals,has feathers,E-EXCOMP,feathers,1,15
peacock,Animals,has a tail,E-EXCOMP,tail,1,8
peacock,Animals,lives in the zoo,S-LOC,zoo,1,5
peanut,Fruits,beer,S-OBJECT,beer,1,9
peanut,Fruits,is eaten,S-ACTION,eaten,1,6
peanut,Fruits,a food,T-SUPER,food,1,8
peanut,Fruits,a foodstuff,T-SUPER,foodstuff,1,6
peanut,Fruits,is salty,E-INSURF,salty,1,7
peanut,Fruits,snack,S-EVENT,snack,1,8
peanut,Fruits,a dried fruit,T-SUPER,dried fruit,2,5
peanut,Fruits,has skin,E-EXCOMP,skin,1,17
peanut,Fruits,tastes good,I-EVAL,good,1,8
pear,Fruits,a fruit,T-SUPER,fruit,1,21
pear,Fruits,is juicy,E-INSURF,juicy,1,10
pear,Fruits,summer,S-TIME,summer,1,5
pear,Fruits,is sweet,E-INSURF,sweet,1,12
pear,Fruits,is yellow,E-EXSURF,yellow,1,15
pear,Fruits,tastes good,I-EVAL,good,1,12
peas,Vegetables,is fine,E-EXSURF,fine,1,8
peas,Vegetables,is green,E-EXSURF,green,1,12
peas,Vegetables,used for making salad,S-ACTION,salad,1,15
peas,Vegetables,a vegetable,T-SUPER,vegetable,1,6
peas,Vegetables,a vegetable,T-SUPER,vegetable,1,5
peas,Vegetables,is wide,E-EXSURF,wide,1,7
peas,Vegetables,tastes good,I-EVAL,good,1,6
pen,Utensils,used for writing,S-FUNC,writing,1,25
pen,Utensils,is useful,I-EVAL,useful,1,6
pen,Utensils,different colors,E-EXSURF,colors,1,5
pen,Utensils,has ink,E-INCOMP,ink,1,8
pencil,Utensils,drawing,S-FUNC,drawing,1,5
pencil,Utensils,used for writing,S-FUNC,writing,1,18
pencil,Utensils,different colors,E-EXSURF,colors,1,9
pencil,Utensils,pencil sharpener,S-OBJECT,pencil sharpener,2,8
pencil,Utensils,the school,S-BUILD,school,1,NA
pencil,Utensils,has a lead,E-INCOMP,lead,1,10
pencil,Utensils,made of wood,E-MAT,wood,1,9
penguin,Animals,an animal,T-SUPER,animal,1,10
penguin,Animals,a bird,T-SUPER,bird,1,6
penguin,Animals,cold,E-SYS,cold,1,14
penguin,Animals,ice,S-OBJECT,ice,1,6
penguin,Animals,is black and white,E-EXSURF,black and white,3,6
penguin,Animals,lives in the sea,S-LOC,sea,1,8
penguin,Animals,lives in the south,S-LOC,south,1,8
pepper,Vegetables,a food,T-SUPER,food,1,7
pepper,Vegetables,is green,E-EXSURF,green,1,16
pepper,Vegetables,is hot,E-EXSURF,hot,1,12
pepper,Vegetables,is red,E-EXSURF,red,1,18
pepper,Vegetables,a spice,T-SUPER,spice,1,8
pepper,Vegetables,is yellow,E-EXSURF,yellow,1,10
piano,Musical instruments,eg - grandpiano,T-SUBORD,grandpiano,1,7
piano,Musical instruments,is nice,I-EVAL,nice,1,7
piano,Musical instruments,sound,S-FUNC,sound,1,5
piano,Musical instruments,used for making music,S-FUNC,music,1,15
piano,Musical instruments,has keys,E-EXCOMP,keys,1,18
piano,Musical instruments,a musical instrument,T-SUPER,musical instrument,2,14
piano,Musical instruments,made of wood,E-MAT,wood,1,5
picture,Objects,landscape,E-INCOMP,landscape,1,10
picture,Objects,memory,I-REP,memory,1,5
picture,Objects,an ornament,T-SUPER,ornament,1,5
picture,Objects,paint,E-INCOMP,paint,1,7
picture,Objects,used for decoration,S-FUNC,decoration,1,7
picture,Objects,has glass,E-EXCOMP,glass,1,6
picture,Objects,made of wood,E-MAT,wood,1,7
pig,Animals,an animal,T-SUPER,animal,1,21
pig,Animals,is dirty,I-EVAL,dirty,1,13
pig,Animals,is fat,E-EXSURF,fat,1,8
pig,Animals,a food,T-SUPER,food,1,14
pig,Animals,tastes good,I-EVAL,good,1,6
pig,Animals,lives in the pigsty,S-LOC,pigsty,1,5
pinball machine,Toys,a game,T-SUPER,game,1,29
pinball machine,Toys,used for having fun,S-FUNC,fun,1,7
pinball machine,Toys,has a ball,E-INCOMP,ball,1,15
pineapple,Fruits,a fruit,T-SUPER,fruit,1,27
pineapple,Fruits,is juicy,E-INSURF,juicy,1,10
pineapple,Fruits,is sweet,E-INSURF,sweet,1,13
pineapple,Fruits,is tropical,S-LOC,tropical,1,7
pineapple,Fruits,used for desserts,S-ACTION,desserts,1,5
pineapple,Fruits,tastes good,I-EVAL,good,1,16
pineapple,Fruits,used for making fruit salad,S-ACTION,fruit salad,2,8
pineapple,Fruits,has a hard skin,E-EXCOMP,hard skin,2,5
pipe,Accessories,an element,T-ONT,element,1,6
pipe,Accessories,is smoked,S-FUNC,smoked,1,21
pipe,Accessories,has tobacco,E-INCOMP,tobacco,1,12
pipe,Accessories,peace pipe,E-ABSTR,peace pipe,2,5
pitcher,Containers,juice,S-OBJECT,juice,1,8
pitcher,Containers,used for keeping fluids,S-FUNC,fluids,1,17
pitcher,Containers,a utensil,T-SUPER,utensil,1,6
pitcher,Containers,water,E-INCOMP,water,1,7
pitcher,Containers,wine,S-OBJECT,wine,1,5
pitcher,Containers,has a handle,E-EXCOMP,handle,1,5
pitcher,Containers,made of glass,E-MAT,glass,1,12
pitcher,Containers,made of plastic,E-MAT,plastic,1,8
platypus,Animals,an animal,T-SUPER,animal,1,25
platypus,Animals,is rare,I-EVAL,rare,1,8
platypus,Animals,has a beak,E-EXCOMP,beak,1,5
pliers,Tools,a tool,T-SUPER,tool,1,20
pliers,Tools,used for grabing,S-FUNC,grabing,1,5
pliers,Tools,used for surgery,S-FUNC,surgery,1,5
pliers,Tools,is useful,I-EVAL,useful,1,7
pliers,Tools,made of metal,E-MAT,metal,1,10
plug,House parts,cable,S-OBJECT,cable,1,6
plug,House parts,light,S-FUNC,light,1,5
plug,House parts,used for connecting,S-FUNC,connecting,1,6
plug,House parts,has legs,E-EXCOMP,legs,1,6
plug,House parts,eg - iron plug,E-WHOLE,iron plug,2,6
plug,House parts,provides electricity,S-FUNC,electricity,1,14
plug,House parts,found on the wall,S-LOC,wall,1,5
pot,Utensils,is big,E-QUANT,big,1,7
pot,Utensils,family,S-SOCORG,family,1,7
pot,Utensils,fire,S-OBJECT,fire,1,7
pot,Utensils,food,S-OBJECT,food,1,19
pot,Utensils,stew,S-OBJECT,stew,1,5
pot,Utensils,used for cooking,S-FUNC,cooking,1,5
pot,Utensils,found in the kitchen,S-LOC,kitchen,1,7
potato,Vegetables,is cooked,S-ACTION,cooked,1,5
potato,Vegetables,is eaten,S-ACTION,eaten,1,9
potato,Vegetables,a foodstuff,T-SUPER,foodstuff,1,9
potato,Vegetables,a tuber,T-SUPER,tuber,1,7
potato,Vegetables,used for making puree,S-ACTION,puree,1,9
potato,Vegetables,french fries,S-ACTION,french fries,2,6
potato,Vegetables,tastes good,I-EVAL,good,1,6
potato,Vegetables,grows below the earth,S-LOC,earth,1,7
pretzel,Food,a cookie,T-SUPER,cookie,1,8
pretzel,Food,a food,T-SUPER,food,1,9
pretzel,Food,is salty,E-INSURF,salty,1,8
pretzel,Food,tastes good,I-EVAL,good,1,7
pretzel,Food,from united states,S-LOC,United States,2,7
propeller,Objects,airplane,E-WHOLE,airplane,1,24
propeller,Objects,helicopter,E-WHOLE,helicopter,1,12
propeller,Objects,ship,E-WHOLE,ship,1,14
propeller,Objects,used for flying,S-FUNC,flying,1,5
pumpkin,Vegetables,is eaten,S-ACTION,eaten,1,6
pumpkin,Vegetables,a food,T-SUPER,food,1,9
pumpkin,Vegetables,is orange,E-EXSURF,orange,1,8
pumpkin,Vegetables,pumpkin,T-COORD,pumpkin,1,10
pumpkin,Vegetables,is sweet,E-INSURF,sweet,1,9
pumpkin,Vegetables,used for making puree,S-ACTION,puree,1,8
pumpkin,Vegetables,a vegetable,T-SUPER,vegetable,1,7
pumpkin,Vegetables,a vegetable,T-SUPER,vegetable,1,5
pumpkin,Vegetables,is yellow,E-EXSURF,yellow,1,5
pumpkin,Vegetables,has seeds,E-INCOMP,seeds,1,8
pumpkin,Vegetables,tastes good,I-EVAL,good,1,5
pyramid,Constructions,is ancient,S-TIME,ancient,1,5
pyramid,Constructions,pharaoh,S-PERSON,pharaoh,1,5
pyramid,Constructions,found in Egypt,S-LOC,Egypt,1,NA
rabbit,Animals,an animal,T-SUPER,animal,1,17
rabbit,Animals,is domestic,T-SUPER,domestic,1,5
rabbit,Animals,is eaten,S-ACTION,eaten,1,11
rabbit,Animals,jumps,E-BEH,jumps,1,6
rabbit,Animals,is soft,E-EXSURF,soft,1,6
rabbit,Animals,is tender,E-SYS,tender,1,5
rabbit,Animals,is white,E-EXSURF,white,1,10
rabbit,Animals,eats carrots,E-BEH,eats,1,7
rabbit,Animals,has ears,E-EXCOMP,ears,1,8
rake,Tools,a tool,T-SUPER,tool,1,5
rake,Tools,used for cleaning,S-FUNC,cleaning,1,7
rake,Tools,used for gathering,S-FUNC,gathering,1,6
rake,Tools,used for working the land,S-FUNC,work,1,7
rake,Tools,has teeth,E-INCOMP,teeth,1,9
rake,Tools,used for gathering leaves,S-FUNC,leaves,1,5
rake,Tools,made of iron,E-MAT,iron,1,5
rat,Animals,an animal,T-SUPER,animal,1,16
rat,Animals,is dangerous,I-EVAL,dangerous,1,13
rat,Animals,is dirty,I-EVAL,dirty,1,7
rat,Animals,is disgusting,I-EVAL,disgusting,1,10
rat,Animals,is gray,E-EXSURF,gray,1,5
rat,Animals,illness,I-CONTIN,illness,1,12
rat,Animals,a rodent,T-SUPER,rodent,1,14
rat,Animals,is ugly,I-EVAL,ugly,1,6
rat,Animals,has a tail,E-EXCOMP,tail,1,6
ray,Animals,an animal,T-SUPER,animal,1,6
ray,Animals,is catched,S-ACTION,catched,1,7
ray,Animals,is eaten,S-ACTION,eaten,1,12
ray,Animals,a fish,T-SUPER,fish,1,8
ray,Animals,is poisonous,E-SYS,poisonous,1,5
ray,Animals,swims,E-BEH,swims,1,6
ray,Animals,has a tail,E-EXCOMP,tail,1,9
ray,Animals,lives in the sea,S-LOC,sea,1,12
ray,Animals,lives in the water,S-LOC,water,1,7
record player,Devices,is ancient,S-TIME,ancient,1,15
record player,Devices,dance,S-EVENT,dance,1,5
record player,Devices,disks,S-OBJECT,disks,1,8
record player,Devices,music,S-FUNC,music,1,13
record player,Devices,used for listening to music,S-FUNC,listening,1,5
record player,Devices,has a pick,E-EXCOMP,pick,1,5
refrigerator,Devices,cools,E-BEH,cools,1,7
refrigerator,Devices,food,S-OBJECT,food,1,6
refrigerator,Devices,food,S-OBJECT,food,1,5
refrigerator,Devices,freezes,E-BEH,freezes,1,5
refrigerator,Devices,used for preserving food,S-FUNC,preserving,1,6
refrigerator,Devices,is white,E-EXSURF,white,1,11
refrigerator,Devices,gives cold,E-BEH,cold,1,9
refrigerator,Devices,has a freezer,E-EXCOMP,freezer,1,5
rhea,Animals,an animal,T-SUPER,animal,1,14
rhea,Animals,is big,E-QUANT,big,1,7
rhea,Animals,a bird,T-SUPER,bird,1,13
rhea,Animals,is fast,E-SYS,fast,1,13
rhea,Animals,runs,E-BEH,runs,1,10
rhea,Animals,has feathers,E-EXCOMP,feathers,1,11
rhea,Animals,lays eggs,E-BEH,eggs,1,10
rhinoceros,Animals,an animal,T-SUPER,animal,1,16
rhinoceros,Animals,is big,E-QUANT,big,1,18
rhinoceros,Animals,is gray,E-EXSURF,gray,1,12
rhinoceros,Animals,is herbivorous,T-SUPER,herbivorous,1,5
rhinoceros,Animals,is wild,E-SYS,wild,1,8
rhinoceros,Animals,has a horn,E-EXCOMP,horn,1,10
rhinoceros,Animals,lives in the jungle,S-LOC,jungle,1,7
ring,Accessories,is a jewel,T-SUPER,jewel,1,6
ring,Accessories,an ornament,T-SUPER,ornament,1,5
ring,Accessories,is round,E-EXSURF,round,1,8
ring,Accessories,is worn on fingers,S-LOC,finger,1,8
ring,Accessories,represents commitment,S-SOCART,commitment,1,10
ring,Accessories,eg - wedding ring,T-SUBORD,wedding ring,2,8
ring,Accessories,made of gold,E-MAT,gold,1,14
ring,Accessories,made of platinum,E-MAT,platinum,1,5
ring,Accessories,made of silver,E-MAT,silver,1,7
rocket,Vehicles,is fast,E-SYS,fast,1,9
rocket,Vehicles,is noisy,E-SYS,noisy,1,6
rocket,Vehicles,is spatial,T-SUBORD,spatial,1,5
rocket,Vehicles,speed,E-SYS,speed,1,5
rocket,Vehicles,used for travelling to space,S-FUNC,travel,1,5
rocket,Vehicles,goes to moon,E-BEH,moon,1,6
rocket,Vehicles,a mean of transportation,T-SUPER,transportation,1,6
rocket,Vehicles,found in the space,S-LOC,space,1,11
rocking chair,Furniture,a chair,T-SUPER,chair,1,6
rocking chair,Furniture,is comfortable,I-EVAL,comfortable,1,6
rocking chair,Furniture,used by grandmothers,S-PERSON,grandmothers,1,14
rocking chair,Furniture,used for relaxing,S-FUNC,relaxing,1,9
rocking chair,Furniture,used for resting,S-FUNC,resting,1,7
rocking chair,Furniture,used for rocking,S-FUNC,rocking,1,6
rocking chair,Furniture,used for sleeping,S-FUNC,sleeping,1,7
rocking chair,Furniture,eg - wicker,E-MAT,wicker,1,5
rocking chair,Furniture,made of wood,E-MAT,wood,1,10
roller skate,Objects,a sport,T-SUPER,sport,1,11
roller skate,Objects,used for sliding,S-FUNC,sliding,1,9
roller skate,Objects,used on ice,S-LOC,ice,1,5
roller skate,Objects,has wheels,E-EXCOMP,wheels,1,17
rolling pin,Utensils,dough,S-OBJECT,dough,1,6
rolling pin,Utensils,is hard,E-EXSURF,hard,1,6
rolling pin,Utensils,used for kneading,S-FUNC,kneading,1,9
rolling pin,Utensils,used for making pasta,S-FUNC,pasta,1,8
rolling pin,Utensils,is useful,I-EVAL,useful,1,5
rolling pin,Utensils,a utensil,T-SUPER,utensil,1,7
rolling pin,Utensils,made of wood,E-MAT,wood,1,17
rolling pin,Utensils,found in the kitchen,S-LOC,kitchen,1,17
rooster,Animals,an animal,T-SUPER,animal,1,7
rooster,Animals,a bird,T-SUPER,bird,1,12
rooster,Animals,hen,T-COORD,hen,1,9
rooster,Animals,henhouse,S-LOC,henhouse,1,10
rooster,Animals,sings,E-BEH,sings,1,15
rooster,Animals,has feathers,E-EXCOMP,feathers,1,10
rooster,Animals,has a comb,E-EXCOMP,comb,1,12
rooster,Animals,lives in the countryside,S-LOC,countryside,1,8
rope,Objects,is long,E-QUANT,long,1,6
rope,Objects,string,T-SYN,string,1,5
rope,Objects,used for hanging,S-FUNC,hanging,1,6
rope,Objects,used for hanging clothes,E-MAT,clothes,1,6
rope,Objects,used for jumping,S-FUNC,jumping,1,14
rope,Objects,used for tying,S-FUNC,tying,1,18
rose,Plants,a flower,T-SUPER,flower,1,18
rose,Plants,is nice,S-ACTION,nice,1,10
rose,Plants,is nice,S-ACTION,nice,1,8
rose,Plants,is nice,I-EVAL,nice,1,10
rose,Plants,is nice,I-EVAL,nice,1,8
rose,Plants,present,I-REP,present,1,5
rose,Plants,different colors,E-EXSURF,colors,1,10
rose,Plants,has perfume,E-EXSURF,perfume,1,14
rose,Plants,has thorns,E-EXCOMP,thorns,1,5
rose,Plants,represents love,S-SOCART,love,1,5
rose,Plants,found in the garden,S-LOC,garden,1,11
rugby ball,Objects,is oval,E-EXSURF,oval,1,19
rugby ball,Objects,used for playing,S-FUNC,playing,1,12
rugby ball,Objects,used for playing sports,S-FUNC,playing,1,8
rugby ball,Objects,made of leather,E-MAT,leather,1,13
ruler,Utensils,used for measuring,S-FUNC,measuring,1,13
ruler,Utensils,has a number,E-EXSURF,number,1,6
ruler,Utensils,made of plastic,E-MAT,plastic,1,6
ruler,Utensils,made of wood,E-MAT,wood,1,7
saddle,Objects,used for mounting,S-FUNC,mounting,1,10
saddle,Objects,has stirrups,E-EXCOMP,stirrups,1,10
saddle,Objects,made of leather,E-MAT,leather,1,16
saddle,Objects,used for riding a horse,S-FUNC,riding,1,26
safe,Containers,documents,S-OBJECT,documents,1,5
safe,Containers,jewelry,S-OBJECT,jewelry,1,5
safe,Containers,money,S-OBJECT,money,1,13
safe,Containers,safety,S-SOCART,safety,1,23
safe,Containers,used for storing things,S-FUNC,storing,1,21
safe,Containers,has a key,E-SYS,key,1,7
safe,Containers,made of metal,E-MAT,metal,1,5
safe,Containers,found in the bank,S-LOC,bank,1,7
sailboat,Vehicles,has_sail,E-EXCOMP,has_sail,1,7
sailboat,Vehicles,a ship,T-SUPER,ship,1,7
sailboat,Vehicles,tirp,S-EVENT,tirp,1,6
sailboat,Vehicles,uses wind,I-CONTIN,wind,1,6
sailboat,Vehicles,found in the sea,S-LOC,sea,1,14
