cue,category,response,nWords,frequency,human1,human2,model1,model2
hippopotamus,Animals,a mammal,1,5,T,T-SUPER,T,T-SYN
hippopotamus,Animals,lives in the water,1,7,S,S-LOC,S,S-LOC
hoe,Tools,earth,1,16,S,S-OBJECT,S,S-OBJECT
hoe,Tools,garden,1,9,S,S-LOC,S,S-LOC
hoe,Tools,grass,1,7,S,S-LIVING,S,S-OBJECT
hoe,Tools,a tool,1,7,T,T-SUPER,T,T-ONT
hoe,Tools,used for cutting,1,5,S,S-FUNC,S,S-FUNC
hoe,Tools,work,1,10,E,E-SYS,S,S-FUNC
hoe,Tools,found in the field,1,8,S,S-LOC,S,S-LOC
hoe,Tools,found in the country house,2,5,S,S-LOC,S,S-LOC
horse,Animals,an animal,1,11,T,T-SUPER,T,T-ONT
horse,Animals,neighs,1,7,E,E-BEH,E,E-BEH
horse,Animals,race,1,5,S,S-FUNC,S,S-EVENT
horse,Animals,is ridden,1,6,S,S-ACTION,S,S-ACTION
horse,Animals,runs,1,5,E,E-BEH,E,E-BEH
horse,Animals,is strong,1,6,E,E-SYS,E,E-SYS
horse,Animals,has legs,1,10,E,E-EXCOMP,E,E-EXCOMP
horse,Animals,horseback ride,2,7,S,S-EVENT,S,S-EVENT
horse,Animals,used for rural tasks,2,6,S,S-ACTION,S,S-FUNC
horse,Animals,lives in the countryside,1,5,S,S-LOC,S,S-LOC
horseshoe,Objects,used for horses,1,25,S,S-FUNC,S,S-FUNC
horseshoe,Objects,used for protecting,1,9,S,S-FUNC,S,S-FUNC
horseshoe,Objects,used with nails,1,5,S,S-ACTION,S,S-FUNC
horseshoe,Objects,gives good luck,2,7,I,I-EVAL,E,E-ABSTR
horseshoe,Objects,made of iron,1,11,E,E-MAT,E,E-MAT
horseshoe,Objects,made of metal,1,6,E,E-MAT,E,E-MAT
house,Constructions,is big,1,9,E,E-QUANT,E,E-QUANT
house,Constructions,family,1,11,S,S-SOCORG,S,S-SOCORG
house,Constructions,home,1,15,T,T-SYN,T,T-SYN
house,Constructions,a refuge,1,5,T,T-ONT,S,S-FUNC
house,Constructions,different materials,1,5,E,E-MAT,E,E-MAT
house,Constructions,made of bricks,1,5,E,E-MAT,E,E-MAT
house,Constructions,place where people live,1,6,S,S-FUNC,S,S-LOC
hyena,Animals,an animal,1,19,T,T-SUPER,T,T-ONT
hyena,Animals,is evil,1,8,I,I-EVAL,E,E-SYS
hyena,Animals,laughs,1,12,E,E-BEH,E,E-BEH
hyena,Animals,is ugly,1,8,I,I-EVAL,I,I-EVAL
hyena,Animals,is wild,1,9,E,E-SYS,E,E-SYS
igloo,Constructions,cold,1,18,E,E-SYS,E,E-SYS
igloo,Constructions,a house,1,12,T,T-SUPER,T,T-ONT
igloo,Constructions,snow,1,10,S,S-OBJECT,E,E-MAT
igloo,Constructions,made of ice,1,20,E,E-MAT,E,E-MAT
iron,Devices,clothes,1,9,S,S-OBJECT,S,S-FUNC
iron,Devices,a device,1,8,T,T-SUPER,T,T-ONT
iron,Devices,is electrical,1,11,E,E-SYS,E,E-SYS
iron,Devices,is hot,1,10,E,E-EXSURF,E,E-SYS
iron,Devices,used for ironing,1,6,S,S-FUNC,S,S-FUNC
iron,Devices,an electrical appliance,2,6,T,T-SUPER,T,T-SUPER
iron,Devices,is a steam iron,2,9,E,E-SYS,T,T-SYN
iron,Devices,used for smoothing clothes,2,5,S,S-FUNC,S,S-FUNC
iron,Devices,found in the house,1,7,S,S-LOC,S,S-LOC
ironing board,Utensils,clothes,1,11,S,S-OBJECT,E,E-WHOLE
ironing board,Utensils,iron,1,7,S,S-OBJECT,S,S-OBJECT
ironing board,Utensils,used for ironing,1,19,S,S-FUNC,S,S-FUNC
ironing board,Utensils,is useful,1,6,I,I-EVAL,E,E-SYS
ironing board,Utensils,made of wood,1,10,E,E-MAT,E,E-MAT
jaket,Clothing,used for keeping warm,1,10,S,S-FUNC,S,S-FUNC
jaket,Clothing,used for protecting yourself from rain,1,6,S,S-FUNC,S,S-FUNC
jaket,Clothing,winter,1,5,S,S-TIME,S,S-TIME
jaket,Clothing,is a warm clothing,2,8,T,T-SUPER,S,S-FUNC
jaket,Clothing,has a zip,1,5,E,E-EXCOMP,E,E-EXCOMP
jaket,Clothing,made of fabric,1,5,E,E-MAT,E,E-MAT
jaket,Clothing,made of leather,1,11,E,E-MAT,E,E-MAT
jaket,Clothing,made of wool,1,5,E,E-MAT,E,E-MAT
jaket,Clothing,made of polar fleece,2,5,E,E-MAT,E,E-MAT
jar,Containers,sweet,1,10,S,S-OBJECT,E,E-INSURF
jar,Containers,used for storing things,1,5,S,S-FUNC,S,S-FUNC
jar,Containers,used for containing things,1,5,S,S-FUNC,S,S-FUNC
jar,Containers,made of glass,1,16,E,E-MAT,E,E-MAT
jellyfish,Animals,an animal,1,5,T,T-SUPER,T,T-ONT
jellyfish,Animals,bites,1,10,E,E-BEH,E,E-BEH
jellyfish,Animals,lives in the sea,1,23,S,S-LOC,S,S-LOC
kangaroo,Animals,an animal,1,18,T,T-SUPER,T,T-ONT
kangaroo,Animals,is brown,1,9,E,E-EXSURF,E,E-EXSURF
kangaroo,Animals,jumps,1,24,E,E-BEH,E,E-BEH
kangaroo,Animals,a marsupial,1,5,T,T-SUPER,T,T-ONT
kangaroo,Animals,carries joey,1,6,E,E-BEH,E,E-BEH
kangaroo,Animals,has a pouch,1,7,E,E-EXCOMP,E,E-EXCOMP
kettle,Utensils,is aluminum,1,5,E,E-MAT,E,E-MAT
kettle,Utensils,coffee,1,6,S,S-OBJECT,S,S-FUNC
kettle,Utensils,is hot,1,10,E,E-EXSURF,E,E-SYS
kettle,Utensils,mate,1,27,S,S-OBJECT,E,E-INCOMP
kettle,Utensils,tea,1,12,S,S-OBJECT,S,S-FUNC
kettle,Utensils,used for boiling,1,5,S,S-FUNC,S,S-FUNC
kettle,Utensils,water,1,16,E,E-INCOMP,S,S-OBJECT
kettle,Utensils,made of steel,1,5,E,E-MAT,E,E-MAT
kettle,Utensils,found in the kitchen,1,5,S,S-LOC,S,S-LOC
key,Objects,door,1,18,T,T-SYN,S,S-FUNC
key,Objects,house,1,6,S,S-OBJECT,S,S-OBJECT
key,Objects,lock,1,7,S,S-OBJECT,E,E-WHOLE
key,Objects,safety,1,8,S,S-SOCART,S,S-FUNC
key,Objects,used for opening,1,14,S,S-FUNC,S,S-FUNC
key,Objects,key chain,2,5,S,S-LOC,E,E-WHOLE
key,Objects,used for buttoning up,2,7,S,S-FUNC,S,S-FUNC
key,Objects,made of bronze,1,7,E,E-MAT,E,E-MAT
key,Objects,made of metal,1,9,E,E-MAT,E,E-MAT
kite,Toys,used by children,1,10,S,S-PERSON,S,S-PERSON
kite,Toys,is colorful,1,14,E,E-EXSURF,E,E-EXSURF
kite,Toys,flies,1,9,E,E-BEH,E,E-BEH
kite,Toys,is funny,1,5,E,E-SYS,I,I-EVAL
kite,Toys,sky,1,6,S,S-LOC,S,S-LOC
kite,Toys,a toy,1,6,T,T-SUPER,T,T-SYN
kite,Toys,used with wind,1,10,I,I-CONTIN,S,S-FUNC
kite,Toys,has a tail,1,8,E,E-EXCOMP,E,E-EXCOMP
kite,Toys,has a thread,1,14,E,E-EXCOMP,E,E-EXCOMP
kite,Toys,made of cane,1,7,E,E-MAT,E,E-MAT
kite,Toys,made of paper,1,11,E,E-MAT,E,E-MAT
knife,Utensils,an element,1,7,T,T-ONT,T,T-SYN
knife,Utensils,is sharp,1,15,E,E-EXSURF,E,E-EXSURF
knife,Utensils,used for cutting,1,19,S,S-FUNC,S,S-FUNC
knife,Utensils,used for eating,1,9,S,S-FUNC,S,S-FUNC
knife,Utensils,a utensil,1,5,T,T-SUPER,T,T-SYN
knife,Utensils,a weapon,1,6,T,T-SUPER,T,T-SUBORD
knife,Utensils,made of metal,1,9,E,E-MAT,E,E-MAT
knife,Utensils,found in the kitchen,1,13,S,S-LOC,S,S-LOC
koala,Animals,an animal,1,18,T,T-SUPER,T,T-ONT
koala,Animals,a bear,1,5,T,T-SUPER,T,T-SYN
koala,Animals,is cute,1,5,I,I-EVAL,I,I-EVAL
koala,Animals,is furry,1,5,E,E-EXSURF,E,E-EXSURF
koala,Animals,is nice,1,6,I,I-EVAL,I,I-EVAL
koala,Animals,is small,1,10,E,E-QUANT,E,E-SYS
koala,Animals,is tender,1,5,E,E-SYS,E,E-SYS
koala,Animals,climbs trees,1,9,E,E-BEH,E,E-BEH
koala,Animals,is in extinction,1,6,E,E-SYS,E,E-SYS
koala,Animals,lives in the jungle,1,6,S,S-LOC,S,S-LOC
ladder,House parts,height,1,8,S,S-LOC,S,S-SPAT
ladder,House parts,a tool,1,7,T,T-SUPER,T,T-SUPER
ladder,House parts,used for climbing,1,17,S,S-FUNC,S,S-FUNC
ladder,House parts,used for working,1,6,S,S-FUNC,S,S-FUNC
ladder,House parts,is useful,1,6,I,I-EVAL,I,I-EVAL
ladder,House parts,different materials,1,5,E,E-MAT,E,E-MAT
ladder,House parts,has steps,1,12,E,E-EXCOMP,E,E-EXCOMP
ladder,House parts,used for going down,2,10,S,S-FUNC,S,S-FUNC
ladder,House parts,has a rail,1,5,E,E-EXCOMP,E,E-EXCOMP
ladder,House parts,made of metal,1,6,E,E-MAT,E,E-MAT
ladder,House parts,made of wood,1,13,E,E-MAT,E,E-MAT
ladle,Utensils,used for serving,1,16,S,S-FUNC,S,S-FUNC
ladle,Utensils,used for soup,1,14,S,S-FUNC,S,S-FUNC
ladle,Utensils,a utensil,1,8,T,T-SUPER,T,T-SUPER
ladle,Utensils,made of metal,1,8,E,E-MAT,E,E-MAT
ladle,Utensils,made of plastic,1,7,E,E-MAT,E,E-MAT
ladle,Utensils,found in the kitchen,1,13,S,S-LOC,S,S-LOC
ladybug,Animals,an animal,1,5,T,T-SUPER,T,T-ONT
ladybug,Animals,a bug,1,6,T,T-SUPER,T,T-SYN
ladybug,Animals,is colorful,1,12,E,E-EXSURF,E,E-EXSURF
ladybug,Animals,flies,1,11,E,E-BEH,E,E-BEH
ladybug,Animals,an insect,1,17,T,T-SUPER,T,T-SUBORD
ladybug,Animals,is small,1,10,E,E-QUANT,E,E-SYS
ladybug,Animals,gives good luck,2,12,I,I-EVAL,I,I-REP
lamb,Animals,an animal,1,17,T,T-SUPER,T,T-ONT
lamb,Animals,is eaten,1,15,S,S-ACTION,S,S-ACTION
lamb,Animals,a baby sheep,2,5,T,T-SYN,T,T-SUBORD
lamb,Animals,gives wool,1,5,S,S-FUNC,E,E-BEH
lamb,Animals,has wool,1,6,E,E-EXCOMP,E,E-EXCOMP
lamb,Animals,tastes good,1,10,I,I-EVAL,I,I-EVAL
lamb,Animals,eaten as meat,1,6,S,S-FUNC,S,S-FUNC
lamb,Animals,lives in the countryside,1,5,S,S-LOC,S,S-LOC
lamp,Furniture,night,1,7,E,E-BEH,S,S-TIME
lamp,Furniture,is small,1,5,E,E-EXSURF,E,E-SYS
lamp,Furniture,used for reading,1,5,S,S-FUNC,S,S-FUNC
lamp,Furniture,used for lighting up,2,25,S,S-FUNC,S,S-FUNC
lamp,Furniture,has a lightbulb,1,8,E,E-INCOMP,E,E-EXCOMP
lamp,Furniture,found in the bedroom,1,12,S,S-LOC,S,S-LOC
lamp,Furniture,is on the night table,2,17,S,S-LOC,S,S-LOC
lantern,Furniture,an ornament,1,5,T,T-SUPER,S,S-FUNC
lantern,Furniture,eg - electric stove,2,11,T,T-SUBORD,T,T-SUBORD
lantern,Furniture,eg - kerosene lantern,2,6,T,T-SUBORD,T,T-SUBORD
lantern,Furniture,used for lighting up,2,25,S,S-FUNC,S,S-FUNC
lawnmower,Tools,is electrical,1,7,E,E-SYS,E,E-SYS
lawnmower,Tools,used by the gardener,1,5,S,S-PERSON,S,S-FUNC
lawnmower,Tools,grass,1,13,S,S-LIVING,S,S-OBJECT
lawnmower,Tools,a machine,1,10,T,T-SUPER,T,T-ONT
lawnmower,Tools,is manual,1,5,E,E-EXSURF,E,E-SYS
lawnmower,Tools,has a blade,1,8,E,E-EXCOMP,E,E-EXCOMP
lawnmower,Tools,used for mowing the lawn,1,10,S,S-FUNC,S,S-FUNC
lawnmower,Tools,found in the garden,1,17,S,S-LOC,S,S-LOC
leaf,Plants,is big,1,5,E,E-QUANT,E,E-QUANT
leaf,Plants,is green,1,18,E,E-EXSURF,E,E-EXSURF
leaf,Plants,is small,1,5,E,E-QUANT,E,E-QUANT
leaf,Plants,gives shade,1,7,E,E-BEH,S,S-FUNC
leaf,Plants,found in plants,1,10,S,S-LOC,E,E-WHOLE
leaf,Plants,found in the tree,1,14,S,S-LOC,S,S-LOC
leg,Body parts,a part of the body,1,7,E,E-WHOLE,E,E-WHOLE
leg,Body parts,is long,1,10,E,E-QUANT,E,E-SYS
leg,Body parts,used for walking,1,6,S,S-FUNC,S,S-FUNC
lemon,Fruits,is acid,1,20,E,E-EXSURF,E,E-INSURF
lemon,Fruits,a citrus,1,5,T,T-SUPER,T,T-SUPER
lemon,Fruits,a fruit,1,15,T,T-SUPER,T,T-SUPER
lemon,Fruits,used for flavouring,1,8,S,S-FUNC,S,S-FUNC
lemon,Fruits,used for tea,1,6,S,S-ACTION,S,S-FUNC
lemon,Fruits,is yellow,1,17,E,E-EXSURF,E,E-EXSURF
lemon,Fruits,has juice,1,6,E,E-INCOMP,E,E-INSURF
lemon,Fruits,grows on trees,1,10,S,S-LOC,E,E-BEH
lemon,Fruits,grows on the lemon tree,2,5,S,S-LOC,S,S-LOC
leopard,Animals,an animal,1,19,T,T-SUPER,T,T-ONT
leopard,Animals,is carnivorous,1,5,E,E-SYS,E,E-BEH
leopard,Animals,a feline,1,10,T,T-SUPER,T,T-SYN
leopard,Animals,is ferocious,1,6,E,E-SYS,E,E-SYS
leopard,Animals,a mammal,1,5,T,T-SUPER,T,T-ONT
leopard,Animals,is wild,1,7,E,E-SYS,E,E-SYS
leopard,Animals,lives in the jungle,1,7,S,S-LOC,S,S-LOC
lettuce,Vegetables,is eaten,1,5,S,S-ACTION,S,S-FUNC
lettuce,Vegetables,a foodstuff,1,5,T,T-SUPER,T,T-SUPER
lettuce,Vegetables,is green,1,15,E,E-EXSURF,E,E-EXSURF
lettuce,Vegetables,is healthy,1,6,E,E-SYS,E,E-SYS
lettuce,Vegetables,a plant,1,9,T,T-SUPER,T,T-ONT
lettuce,Vegetables,is purple,1,5,E,E-EXSURF,E,E-EXSURF
lettuce,Vegetables,is refreshing,1,8,I,I-EVAL,E,E-INSURF
lettuce,Vegetables,used for making salad,1,17,S,S-ACTION,S,S-FUNC
lettuce,Vegetables,a vegetable,1,9,T,T-SUPER,T,T-ONT
lettuce,Vegetables,eg - butter lettuce,2,6,T,T-SUBORD,T,T-SUBORD
lettuce,Vegetables,tastes good,1,7,I,I-EVAL,E,E-INSURF
light bub,House parts,gives light,1,20,E,E-EXSURF,E,E-BEH
light bub,House parts,used for lighting up,2,7,S,S-FUNC,S,S-FUNC
light bub,House parts,used for lighting up,2,5,S,S-FUNC,S,S-FUNC
light switch,House parts,electricity,1,8,S,S-FUNC,S,S-FUNC
light switch,House parts,is useful,1,5,I,I-EVAL,I,I-EVAL
light switch,House parts,is white,1,5,E,E-EXSURF,E,E-EXSURF
light switch,House parts,wires,1,5,S,S-OBJECT,E,E-INCOMP
light switch,House parts,used for turning the light off,2,8,S,S-FUNC,S,S-FUNC
light switch,House parts,used for turning the light on,2,18,S,S-FUNC,S,S-FUNC
light switch,House parts,made of plastic,1,8,E,E-MAT,E,E-MAT
light switch,House parts,found in the houses,1,5,S,S-LOC,S,S-LOC
lion,Animals,an animal,1,15,T,T-SUPER,T,T-SYN
lion,Animals,a carnivore,1,5,T,T-SUPER,E,E-BEH
lion,Animals,a feline,1,9,T,T-SUPER,T,T-SUPER
lion,Animals,is ferocious,1,7,E,E-SYS,E,E-SYS
lion,Animals,roars,1,6,E,E-BEH,E,E-BEH
lion,Animals,is strong,1,5,E,E-SYS,E,E-SYS
lion,Animals,has hair,1,5,E,E-EXCOMP,E,E-EXCOMP
lion,Animals,has a mane,1,12,E,E-EXCOMP,E,E-EXCOMP
lion,Animals,king of the jungle,1,13,S,S-SOCART,I,I-REP
lion,Animals,lives in the jungle,1,5,S,S-LOC,S,S-LOC
lipsstick,Accessories,coquetry,1,5,E,E-ABSTR,E,E-ABSTR
lipsstick,Accessories,is creamy,1,5,E,E-EXSURF,E,E-INSURF
lipsstick,Accessories,is red,1,5,E,E-EXSURF,E,E-EXSURF
lipsstick,Accessories,used for painting,1,8,S,S-FUNC,S,S-FUNC
lipsstick,Accessories,used by women,1,12,S,S-PERSON,S,S-PERSON
lipsstick,Accessories,different colors,1,8,E,E-EXSURF,E,E-EXSURF
lizard,Animals,an animal,1,9,T,T-SUPER,T,T-ONT
lizard,Animals,is elusive,1,6,E,E-SYS,E,E-BEH
lizard,Animals,is green,1,12,E,E-EXSURF,E,E-EXSURF
lizard,Animals,a reptile,1,8,T,T-SUPER,T,T-SUPER
lizard,Animals,is ugly,1,5,I,I-EVAL,I,I-EVAL
llama,Animals,an animal,1,18,T,T-SUPER,T,T-ONT
llama,Animals,is furry,1,5,E,E-EXSURF,E,E-EXSURF
llama,Animals,is meek,1,6,E,E-SYS,E,E-SYS
llama,Animals,poncho,1,5,S,S-OBJECT,T,T-COORD
llama,Animals,has wool,1,11,E,E-EXCOMP,E,E-EXCOMP
llama,Animals,lives in north,1,12,S,S-LOC,S,S-LOC
lobster,Animals,an animal,1,10,T,T-SUPER,T,T-ONT
lobster,Animals,is eaten,1,10,S,S-ACTION,S,S-FUNC
lobster,Animals,is orange,1,5,E,E-EXSURF,E,E-EXSURF
lobster,Animals,is red,1,6,E,E-EXSURF,E,E-EXSURF
lobster,Animals,walks,1,7,E,E-BEH,E,E-BEH
lobster,Animals,walks sideways,1,6,E,E-BEH,E,E-BEH
lobster,Animals,has clamps,1,13,E,E-EXCOMP,E,E-EXCOMP
lobster,Animals,has legs,1,6,E,E-EXCOMP,E,E-EXCOMP
lobster,Animals,tastes good,1,7,I,I-EVAL,I,I-EMOT
lobster,Animals,lives in the sea,1,11,S,S-LOC,E,E-SYS
lobster,Animals,lives on the beach,1,5,S,S-LOC,S,S-LOC
lock,Tools,key,1,10,S,S-OBJECT,S,S-OBJECT
lock,Tools,locked,1,6,S,S-PHYST,E,E-SYS
lock,Tools,safety,1,24,S,S-SOCART,S,S-FUNC
lock,Tools,used for buttoning up,2,15,S,S-FUNC,S,S-FUNC
lock,Tools,made of metal,1,5,E,E-MAT,E,E-MAT
log,Plants,is brown,1,7,E,E-EXSURF,E,E-EXSURF
log,Plants,firewood,1,7,S,S-OBJECT,S,S-FUNC
log,Plants,used for lighting up a fire,2,6,S,S-FUNC,S,S-FUNC
log,Plants,made of wood,1,11,E,E-MAT,E,E-MAT
log,Plants,a part of a tree,1,15,E,E-WHOLE,E,E-WHOLE
lungs,Body parts,air,1,11,S,S-OBJECT,E,E-INCOMP
lungs,Body parts,cigarette,1,5,T,T-COORD,S,S-OBJECT
lungs,Body parts,health,1,5,I,I-REP,E,E-SYS
lungs,Body parts,life,1,7,E,E-SYS,S,S-FUNC
lungs,Body parts,an organ,1,13,T,T-SUPER,T,T-SYN
lungs,Body parts,oxigen,1,7,S,S-OBJECT,E,E-INCOMP
lungs,Body parts,used for breathing,1,18,S,S-FUNC,S,S-FUNC
lungs,Body parts,is vital,1,7,I,I-REP,E,E-SYS
lungs,Body parts,there are 2,1,7,E,E-QUANT,E,E-QUANT
maracas,Musical instruments,dance,1,5,S,S-EVENT,S,S-FUNC
maracas,Musical instruments,joy,1,11,I,I-EMOT,I,I-EMOT
maracas,Musical instruments,used for making music,1,15,S,S-FUNC,S,S-FUNC
maracas,Musical instruments,worn at parties,1,5,S,S-EVENT,S,S-EVENT
maracas,Musical instruments,makes noises,1,9,E,E-BEH,E,E-SYS
maracas,Musical instruments,a musical instrument,2,8,T,T-SUPER,T,T-SUPER
microscope,Tools,an instrument,1,6,E,E-MAT,T,T-ONT
microscope,Tools,is scientific,1,7,E,E-SYS,E,E-SYS
microscope,Tools,used to investigate,1,9,S,S-FUNC,S,S-FUNC
microscope,Tools,has magnification,1,6,E,E-SYS,E,E-SYS
microscope,Tools,used for seeing small things,1,5,S,S-FUNC,S,S-FUNC
microscope,Tools,found in the laboratory,1,6,S,S-LOC,S,S-LOC
monkey,Animals,an animal,1,16,T,T-SUPER,T,T-ONT
monkey,Animals,banana,1,6,S,S-LIVING,S,S-OBJECT
monkey,Animals,is bouncy,1,7,E,E-BEH,E,E-BEH
monkey,Animals,is brown,1,5,E,E-EXSURF,E,E-EXSURF
monkey,Animals,is furry,1,9,E,E-EXSURF,E,E-EXSURF
monkey,Animals,inteligent,1,6,E,E-SYS,E,E-SYS
monkey,Animals,climbs trees,1,7,E,E-BEH,E,E-BEH
monkey,Animals,lives in the jungle,1,12,S,S-LOC,S,S-LOC
monkey,Animals,similar to a man,1,5,I,I-REP,T,T-SYN
moon,Nature,full,1,6,E,E-EXSURF,E,E-SYS
moon,Nature,light,1,6,S,S-FUNC,E,E-EXSURF
moon,Nature,night,1,15,E,E-BEH,S,S-TIME
moon,Nature,is romantic,1,9,I,I-EVAL,I,I-EVAL
moon,Nature,a satelite,1,7,T,T-SUPER,T,T-SUPER
moose,Animals,an animal,1,28,T,T-SUPER,T,T-ONT
moose,Animals,is nice,1,5,I,I-EVAL,I,I-EVAL
moose,Animals,a quadruped,1,8,T,T-SUPER,E,E-SYS
moose,Animals,has horns,1,22,E,E-EXCOMP,E,E-EXCOMP
moose,Animals,has legs,1,6,E,E-EXCOMP,E,E-EXCOMP
moose,Animals,lives in the forest,1,8,S,S-LOC,S,S-LOC
motorcycle,Vehicles,is dangerous,1,11,I,I-EVAL,E,E-SYS
motorcycle,Vehicles,is fast,1,15,E,E-SYS,E,E-SYS
motorcycle,Vehicles,helmet,1,6,S,S-OBJECT,S,S-OBJECT
motorcycle,Vehicles,is noisy,1,7,E,E-SYS,E,E-SYS
motorcycle,Vehicles,has wheels,1,12,E,E-EXCOMP,E,E-EXCOMP
motorcycle,Vehicles,a mean of transportation,1,11,T,T-SUPER,S,S-FUNC
mountain,Nature,is big,1,5,E,E-QUANT,E,E-QUANT
mountain,Nature,is nice,1,5,I,I-EVAL,I,I-EVAL
mountain,Nature,is tall,1,9,E,E-QUANT,E,E-SYS
mountain,Nature,mountain range,2,6,T,T-COORD,E,E-WHOLE
mountain,Nature,eg - covered with snow,1,9,E,E-EXSURF,E,E-EXSURF
mountain,Nature,a part of a landscape,1,6,E,E-WHOLE,E,E-WHOLE
mountain,Nature,a part of a mountain range,2,6,E,E-WHOLE,E,E-WHOLE
mouse,Animals,an animal,1,13,T,T-SUPER,T,T-ONT
mouse,Animals,is dirty,1,9,I,I-EVAL,E,E-SYS
mouse,Animals,illness,1,7,I,I-CONTIN,S,S-SOCART
mouse,Animals,a rodent,1,12,T,T-SUPER,T,T-ONT
mouse,Animals,is small,1,5,E,E-QUANT,E,E-SYS
mouse,Animals,eats  cheese,1,7,E,E-BEH,E,E-BEH
mouse,Animals,has a tail,1,9,E,E-EXCOMP,E,E-EXCOMP
mouse,Animals,lives in the hole,1,7,S,S-LOC,S,S-LOC
mouth,Body parts,a part of the body,1,5,E,E-WHOLE,T,T-ONT
mouth,Body parts,a part of the face,1,5,E,E-WHOLE,E,E-EXCOMP
mouth,Body parts,used for eating,1,19,S,S-FUNC,S,S-FUNC
mouth,Body parts,used for kissing,1,7,S,S-FUNC,S,S-FUNC
mouth,Body parts,used for speaking,1,16,S,S-FUNC,S,S-FUNC
mouth,Body parts,has lips,1,7,E,E-EXCOMP,E,E-EXCOMP
mouth,Body parts,has teeth,1,10,E,E-INCOMP,E,E-EXCOMP
mouth,Body parts,has tonge,1,5,E,E-INCOMP,E,E-EXCOMP
mushroom,Plants,champignon,1,5,S,S-OBJECT,T,T-SYN
mushroom,Plants,is eaten,1,5,S,S-ACTION,S,S-ACTION
mushroom,Plants,is edible,1,12,S,S-ACTION,E,E-SYS
mushroom,Plants,is poisonous,1,11,E,E-SYS,E,E-SYS
mushroom,Plants,it is of different species,1,5,T,T-SUBORD,T,T-SUBORD
nail,Tools,hammer,1,8,S,S-OBJECT,S,S-OBJECT
nail,Tools,is nailed,1,5,S,S-ACTION,E,E-SYS
nail,Tools,used for hanging,1,5,S,S-FUNC,S,S-FUNC
nail,Tools,used for hanging paintings,1,5,S,S-FUNC,S,S-FUNC
nail,Tools,used for making ferniture,1,8,S,S-FUNC,S,S-FUNC
nail,Tools,has a tip,1,5,E,E-EXCOMP,E,E-EXCOMP
nail,Tools,made of metal,1,10,E,E-MAT,E,E-MAT
nail file,Accessories,is rough,1,5,E,E-EXSURF,E,E-EXSURF
nail file,Accessories,is small,1,5,E,E-EXSURF,E,E-SYS
nail file,Accessories,used for filing,1,6,S,S-FUNC,S,S-FUNC
nail file,Accessories,used for polishing the nails,1,9,S,S-FUNC,S,S-FUNC
nail file,Accessories,is useful,1,6,I,I-EVAL,S,S-FUNC
nail file,Accessories,made of cardboard,1,5,E,E-MAT,E,E-MAT
nail file,Accessories,made of metal,1,9,E,E-MAT,E,E-MAT
necklace,Accessories,an accesory,1,6,T,T-SUPER,T,T-SYN
necklace,Accessories,an ornament,1,11,T,T-SUPER,S,S-OBJECT
necklace,Accessories,made of pearl,1,8,E,E-MAT,E,E-MAT
needle,Tools,thread,1,6,S,S-OBJECT,S,S-OBJECT
needle,Tools,used for knitting,1,10,S,S-FUNC,S,S-FUNC
needle,Tools,used for sawing,1,21,S,S-FUNC,S,S-FUNC
needle,Tools,used for stabbing,1,10,S,S-FUNC,S,S-ACTION
needle,Tools,made of steel,1,6,E,E-MAT,E,E-MAT
net,Tools,used by the fisherman,1,6,S,S-PERSON,S,S-FUNC
net,Tools,used for fishing,1,15,S,S-FUNC,S,S-FUNC
net,Tools,made of thread,1,5,E,E-MAT,E,E-MAT
nose,Body parts,eg - aquiline,1,5,T,T-SUBORD,E,E-EXSURF
nose,Body parts,is big,1,6,E,E-QUANT,E,E-SYS
nose,Body parts,cold,1,5,S,S-EVENT,E,E-SYS
nose,Body parts,a part of the face,1,15,E,E-WHOLE,E,E-EXCOMP
nose,Body parts,smell,1,13,S,S-FUNC,S,S-FUNC
nose,Body parts,used for breathing,1,11,S,S-FUNC,S,S-FUNC
nose,Body parts,has mucus,1,5,E,E-INCOMP,E,E-EXCOMP
nut,Tools,is big,1,5,E,E-QUANT,E,E-SYS
nut,Tools,is hexagonal,1,5,E,E-EXSURF,E,E-EXSURF
nut,Tools,mechanic,1,5,S,S-PERSON,S,S-PERSON
nut,Tools,screw,1,12,S,S-OBJECT,S,S-OBJECT
nut,Tools,is small,1,6,E,E-QUANT,E,E-SYS
nut,Tools,used for fastenning,1,11,S,S-FUNC,S,S-FUNC
nut,Tools,made of metal,1,6,E,E-MAT,E,E-MAT
octopus,Animals,is eaten,1,18,S,S-ACTION,S,S-ACTION
octopus,Animals,a mollusk,1,7,S,S-LOC,T,T-ONT
octopus,Animals,stew,1,6,E,E-WHOLE,S,S-OBJECT
octopus,Animals,is ugly,1,5,I,I-EVAL,E,E-SYS
octopus,Animals,has tentacles,1,14,E,E-EXCOMP,E,E-EXCOMP
octopus,Animals,tastes good,1,8,I,I-EVAL,E,E-INSURF
octopus,Animals,lives in the sea,1,24,S,S-LOC,S,S-LOC
onion,Vegetables,is acid,1,6,E,E-EXSURF,E,E-INSURF
onion,Vegetables,is eaten,1,6,S,S-ACTION,S,S-FUNC
onion,Vegetables,eg - purple,1,5,T,T-SUBORD,E,E-EXSURF
onion,Vegetables,used for flavouring,1,5,S,S-FUNC,S,S-FUNC
onion,Vegetables,used for making salads,1,7,S,S-ACTION,S,S-FUNC
