cue,category,response,nWords,frequency,human1,human2,model1,model2
jaket,Clothing,winter,1,5,S,S-TIME,S,S-TIME
jaket,Clothing,warm clothing,2,8,T,T-SUPER,T,T-SYN
jaket,Clothing,zip,1,5,E,E-EXCOMP,E,E-EXCOMP
jaket,Clothing,fabric,1,5,E,E-MAT,E,E-MAT
jaket,Clothing,leather,1,11,E,E-MAT,E,E-MAT
jaket,Clothing,wool,1,5,E,E-MAT,E,E-MAT
jaket,Clothing,polar fleece,2,5,E,E-MAT,E,E-MAT
jar,Containers,sweet,1,10,S,S-OBJECT,E,E-INSURF
jar,Containers,storing,1,5,S,S-FUNC,S,S-FUNC
jar,Containers,things,1,5,S,S-FUNC,S,S-OBJECT
jar,Containers,glass,1,16,E,E-MAT,E,E-MAT
jellyfish,Animals,animal,1,5,T,T-SUPER,T,T-ONT
jellyfish,Animals,bites,1,10,E,E-BEH,E,E-BEH
jellyfish,Animals,sea,1,23,S,S-LOC,S,S-LOC
kangaroo,Animals,animal,1,18,T,T-SUPER,T,T-ONT
kangaroo,Animals,brown,1,9,E,E-EXSURF,E,E-EXSURF
kangaroo,Animals,jumps,1,24,E,E-BEH,E,E-BEH
kangaroo,Animals,marsupial,1,5,T,T-SUPER,T,T-SUPER
kangaroo,Animals,joey,1,6,E,E-BEH,T,T-SUBORD
kangaroo,Animals,pouch,1,7,E,E-EXCOMP,E,E-EXCOMP
kettle,Utensils,aluminum,1,5,E,E-MAT,E,E-MAT
kettle,Utensils,coffee,1,6,S,S-OBJECT,S,S-OBJECT
kettle,Utensils,hot,1,10,E,E-EXSURF,E,E-SYS
kettle,Utensils,mate,1,27,S,S-OBJECT,S,S-OBJECT
kettle,Utensils,tea,1,12,S,S-OBJECT,S,S-OBJECT
kettle,Utensils,boiling,1,5,S,S-FUNC,S,S-FUNC
kettle,Utensils,water,1,16,E,E-INCOMP,S,S-OBJECT
kettle,Utensils,steel,1,5,E,E-MAT,E,E-MAT
kettle,Utensils,kitchen,1,5,S,S-LOC,S,S-LOC
key,Objects,door,1,18,T,T-SYN,S,S-OBJECT
key,Objects,house,1,6,S,S-OBJECT,S,S-BUILD
key,Objects,lock,1,7,S,S-OBJECT,S,S-FUNC
key,Objects,safety,1,8,S,S-SOCART,S,S-FUNC
key,Objects,opening,1,14,S,S-FUNC,S,S-ACTION
key,Objects,key chain,2,5,S,S-LOC,E,E-WHOLE
key,Objects,buttoning up,2,7,S,S-FUNC,S,S-ACTION
key,Objects,bronze,1,7,E,E-MAT,E,E-MAT
key,Objects,metal,1,9,E,E-MAT,E,E-MAT
kite,Toys,children,1,10,S,S-PERSON,S,S-PERSON
kite,Toys,colorful,1,14,E,E-EXSURF,E,E-EXSURF
kite,Toys,flies,1,9,E,E-BEH,E,E-BEH
kite,Toys,funny,1,5,E,E-SYS,I,I-EVAL
kite,Toys,sky,1,6,S,S-LOC,S,S-LOC
kite,Toys,toy,1,6,T,T-SUPER,T,T-SYN
kite,Toys,wind,1,10,I,I-CONTIN,S,S-ACTION
kite,Toys,tail,1,8,E,E-EXCOMP,E,E-EXCOMP
kite,Toys,thread,1,14,E,E-EXCOMP,S,S-OBJECT
kite,Toys,cane,1,7,E,E-MAT,E,E-MAT
kite,Toys,paper,1,11,E,E-MAT,E,E-MAT
knife,Utensils,element,1,7,T,T-ONT,E,E-MAT
knife,Utensils,sharp,1,15,E,E-EXSURF,E,E-SYS
knife,Utensils,cutting,1,19,S,S-FUNC,S,S-FUNC
knife,Utensils,eating,1,9,S,S-FUNC,S,S-FUNC
knife,Utensils,utensil,1,5,T,T-SUPER,T,T-SYN
knife,Utensils,weapon,1,6,T,T-SUPER,T,T-SYN
knife,Utensils,metal,1,9,E,E-MAT,E,E-MAT
knife,Utensils,kitchen,1,13,S,S-LOC,S,S-LOC
koala,Animals,animal,1,18,T,T-SUPER,T,T-ONT
koala,Animals,bear,1,5,T,T-SUPER,T,T-SYN
koala,Animals,cute,1,5,I,I-EVAL,E,E-SYS
koala,Animals,furry,1,5,E,E-EXSURF,E,E-EXSURF
koala,Animals,nice,1,6,I,I-EVAL,I,I-EVAL
koala,Animals,small,1,10,E,E-QUANT,E,E-SYS
koala,Animals,tender,1,5,E,E-SYS,I,I-EVAL
koala,Animals,climbs,1,9,E,E-BEH,E,E-BEH
koala,Animals,extinction,1,6,E,E-SYS,E,E-SYS
koala,Animals,jungle,1,6,S,S-LOC,S,S-LOC
ladder,House parts,height,1,8,S,S-LOC,S,S-QUANT
ladder,House parts,tool,1,7,T,T-SUPER,T,T-SYN
ladder,House parts,climbing,1,17,S,S-FUNC,S,S-FUNC
ladder,House parts,working,1,6,S,S-FUNC,S,S-EVENT
ladder,House parts,useful,1,6,I,I-EVAL,I,I-EVAL
ladder,House parts,materials,1,5,E,E-MAT,E,E-MAT
ladder,House parts,steps,1,12,E,E-EXCOMP,E,E-EXCOMP
ladder,House parts,going down,2,10,S,S-FUNC,S,S-ACTION
ladder,House parts,rail,1,5,E,E-EXCOMP,E,E-EXCOMP
ladder,House parts,metal,1,6,E,E-MAT,E,E-MAT
ladder,House parts,wood,1,13,E,E-MAT,E,E-MAT
ladle,Utensils,serving,1,16,S,S-FUNC,S,S-FUNC
ladle,Utensils,soup,1,14,S,S-FUNC,S,S-OBJECT
ladle,Utensils,utensil,1,8,T,T-SUPER,T,T-SYN
ladle,Utensils,metal,1,8,E,E-MAT,E,E-MAT
ladle,Utensils,plastic,1,7,E,E-MAT,E,E-MAT
ladle,Utensils,kitchen,1,13,S,S-LOC,S,S-LOC
ladybug,Animals,animal,1,5,T,T-SUPER,T,T-SUPER
ladybug,Animals,bug,1,6,T,T-SUPER,T,T-SYN
ladybug,Animals,colorful,1,12,E,E-EXSURF,E,E-EXSURF
ladybug,Animals,flies,1,11,E,E-BEH,E,E-BEH
ladybug,Animals,insect,1,17,T,T-SUPER,T,T-SYN
ladybug,Animals,small,1,10,E,E-QUANT,E,E-QUANT
ladybug,Animals,good luck,2,12,I,I-EVAL,I,I-EMOT
lamb,Animals,animal,1,17,T,T-SUPER,T,T-ONT
lamb,Animals,eaten,1,15,S,S-ACTION,S,S-PROD
lamb,Animals,baby sheep,2,5,T,T-SYN,T,T-SUBORD
lamb,Animals,wool,1,5,S,S-FUNC,E,E-MAT
lamb,Animals,wool,1,6,E,E-EXCOMP,E,E-MAT
lamb,Animals,good,1,10,I,I-EVAL,I,I-EVAL
lamb,Animals,meat,1,6,S,S-FUNC,S,S-FUNC
lamb,Animals,countryside,1,5,S,S-LOC,S,S-LOC
lamp,Furniture,night,1,7,E,E-BEH,S,S-TIME
lamp,Furniture,small,1,5,E,E-EXSURF,E,E-QUANT
lamp,Furniture,reading,1,5,S,S-FUNC,S,S-FUNC
lamp,Furniture,lighting up,2,25,S,S-FUNC,S,S-FUNC
lamp,Furniture,lightbulb,1,8,E,E-INCOMP,E,E-INCOMP
lamp,Furniture,bedroom,1,12,S,S-LOC,S,S-LOC
lamp,Furniture,night table,2,17,S,S-LOC,S,S-LOC
lantern,Furniture,ornament,1,5,T,T-SUPER,S,S-FUNC
lantern,Furniture,electric stove,2,11,T,T-SUBORD,T,T-COORD
lantern,Furniture,kerosene lantern,2,6,T,T-SUBORD,T,T-SYN
lantern,Furniture,lighting up,2,25,S,S-FUNC,S,S-FUNC
lawnmower,Tools,electrical,1,7,E,E-SYS,E,E-SYS
lawnmower,Tools,gardener,1,5,S,S-PERSON,S,S-PERSON
lawnmower,Tools,grass,1,13,S,S-LIVING,S,S-ACTION
lawnmower,Tools,machine,1,10,T,T-SUPER,T,T-SUPER
lawnmower,Tools,manual,1,5,E,E-EXSURF,E,E-SYS
lawnmower,Tools,blade,1,8,E,E-EXCOMP,E,E-EXCOMP
lawnmower,Tools,mowing,1,10,S,S-FUNC,S,S-ACTION
lawnmower,Tools,garden,1,17,S,S-LOC,S,S-LOC
leaf,Plants,big,1,5,E,E-QUANT,E,E-SYS
leaf,Plants,green,1,18,E,E-EXSURF,E,E-EXSURF
leaf,Plants,small,1,5,E,E-QUANT,E,E-QUANT
leaf,Plants,shade,1,7,E,E-BEH,S,S-FUNC
leaf,Plants,plants,1,10,S,S-LOC,T,T-SUPER
leaf,Plants,tree,1,14,S,S-LOC,E,E-WHOLE
leg,Body parts,body,1,7,E,E-WHOLE,E,E-WHOLE
leg,Body parts,long,1,10,E,E-QUANT,E,E-SYS
leg,Body parts,walking,1,6,S,S-FUNC,S,S-ACTION
lemon,Fruits,acid,1,20,E,E-EXSURF,E,E-INSURF
lemon,Fruits,citrus,1,5,T,T-SUPER,T,T-SUPER
lemon,Fruits,fruit,1,15,T,T-SUPER,T,T-SUPER
lemon,Fruits,flavouring,1,8,S,S-FUNC,S,S-FUNC
lemon,Fruits,tea,1,6,S,S-ACTION,S,S-OBJECT
lemon,Fruits,yellow,1,17,E,E-EXSURF,E,E-EXSURF
lemon,Fruits,juice,1,6,E,E-INCOMP,S,S-OBJECT
lemon,Fruits,trees,1,10,S,S-LOC,E,E-WHOLE
lemon,Fruits,lemon tree,2,5,S,S-LOC,E,E-WHOLE
leopard,Animals,animal,1,19,T,T-SUPER,T,T-ONT
leopard,Animals,carnivorous,1,5,E,E-SYS,E,E-BEH
leopard,Animals,feline,1,10,T,T-SUPER,T,T-SYN
leopard,Animals,ferocious,1,6,E,E-SYS,E,E-SYS
leopard,Animals,mammal,1,5,T,T-SUPER,T,T-ONT
leopard,Animals,wild,1,7,E,E-SYS,E,E-SYS
leopard,Animals,jungle,1,7,S,S-LOC,S,S-LOC
lettuce,Vegetables,eaten,1,5,S,S-ACTION,S,S-ACTION
lettuce,Vegetables,foodstuff,1,5,T,T-SUPER,T,T-SUPER
lettuce,Vegetables,green,1,15,E,E-EXSURF,E,E-EXSURF
lettuce,Vegetables,healthy,1,6,E,E-SYS,E,E-SYS
lettuce,Vegetables,plant,1,9,T,T-SUPER,T,T-ONT
lettuce,Vegetables,purple,1,5,E,E-EXSURF,E,E-EXSURF
lettuce,Vegetables,refreshing,1,8,I,I-EVAL,I,I-EVAL
lettuce,Vegetables,salad,1,17,S,S-ACTION,S,S-FUNC
lettuce,Vegetables,vegetable,1,9,T,T-SUPER,T,T-SUPER
lettuce,Vegetables,butter lettuce,2,6,T,T-SUBORD,T,T-SUBORD
lettuce,Vegetables,good,1,7,I,I-EVAL,I,I-EVAL
light bub,House parts,light,1,20,E,E-EXSURF,S,S-FUNC
light bub,House parts,lighting up,2,7,S,S-FUNC,S,S-FUNC
light bub,House parts,lighting up,2,5,S,S-FUNC,S,S-FUNC
light switch,House parts,electricity,1,8,S,S-FUNC,S,S-FUNC
light switch,House parts,useful,1,5,I,I-EVAL,S,S-FUNC
light switch,House parts,white,1,5,E,E-EXSURF,E,E-EXSURF
light switch,House parts,wires,1,5,S,S-OBJECT,E,E-INCOMP
light switch,House parts,turn of,2,8,S,S-FUNC,S,S-ACTION
light switch,House parts,turn of,2,18,S,S-FUNC,S,S-ACTION
light switch,House parts,plastic,1,8,E,E-MAT,E,E-MAT
light switch,House parts,houses,1,5,S,S-LOC,S,S-BUILD
lion,Animals,animal,1,15,T,T-SUPER,T,T-ONT
lion,Animals,carnivore,1,5,T,T-SUPER,E,E-SYS
lion,Animals,feline,1,9,T,T-SUPER,T,T-SYN
lion,Animals,ferocious,1,7,E,E-SYS,E,E-SYS
lion,Animals,roars,1,6,E,E-BEH,E,E-BEH
lion,Animals,strong,1,5,E,E-SYS,E,E-SYS
lion,Animals,hair,1,5,E,E-EXCOMP,E,E-EXCOMP
lion,Animals,mane,1,12,E,E-EXCOMP,E,E-EXCOMP
lion,Animals,king,1,13,S,S-SOCART,E,E-ABSTR
lion,Animals,jungle,1,5,S,S-LOC,S,S-LOC
lipsstick,Accessories,coquetry,1,5,E,E-ABSTR,I,I-REP
lipsstick,Accessories,red,1,5,E,E-EXSURF,E,E-EXSURF
lipsstick,Accessories,painting,1,8,S,S-FUNC,S,S-FUNC
lipsstick,Accessories,women,1,12,S,S-PERSON,S,S-PERSON
lipsstick,Accessories,colors,1,8,E,E-EXSURF,E,E-EXSURF
lizard,Animals,animal,1,9,T,T-SUPER,T,T-ONT
lizard,Animals,elusive,1,6,E,E-SYS,E,E-SYS
lizard,Animals,green,1,12,E,E-EXSURF,E,E-EXSURF
lizard,Animals,reptile,1,8,T,T-SUPER,T,T-ONT
lizard,Animals,ugly,1,5,I,I-EVAL,I,I-EVAL
llama,Animals,animal,1,18,T,T-SUPER,T,T-ONT
llama,Animals,furry,1,5,E,E-EXSURF,E,E-EXSURF
llama,Animals,meek,1,6,E,E-SYS,E,E-SYS
llama,Animals,poncho,1,5,S,S-OBJECT,S,S-OBJECT
llama,Animals,wool,1,11,E,E-EXCOMP,S,S-PROD
llama,Animals,north,1,12,S,S-LOC,S,S-LOC
lobster,Animals,animal,1,10,T,T-SUPER,T,T-ONT
lobster,Animals,eaten,1,10,S,S-ACTION,S,S-ACTION
lobster,Animals,orange,1,5,E,E-EXSURF,E,E-EXSURF
lobster,Animals,red,1,6,E,E-EXSURF,E,E-EXSURF
lobster,Animals,walks,1,7,E,E-BEH,E,E-BEH
lobster,Animals,sideways,1,6,E,E-BEH,E,E-BEH
lobster,Animals,clamps,1,13,E,E-EXCOMP,E,E-EXCOMP
lobster,Animals,legs,1,6,E,E-EXCOMP,E,E-EXCOMP
lobster,Animals,good,1,7,I,I-EVAL,I,I-EVAL
lobster,Animals,sea,1,11,S,S-LOC,S,S-LOC
lobster,Animals,beach,1,5,S,S-LOC,S,S-LOC
lock,Tools,key,1,10,S,S-OBJECT,S,S-OBJECT
lock,Tools,locked,1,6,S,S-PHYST,E,E-SYS
lock,Tools,safety,1,24,S,S-SOCART,S,S-FUNC
lock,Tools,buttoning up,2,15,S,S-FUNC,S,S-ACTION
lock,Tools,metal,1,5,E,E-MAT,E,E-MAT
log,Plants,brown,1,7,E,E-EXSURF,E,E-EXSURF
log,Plants,firewood,1,7,S,S-OBJECT,S,S-FUNC
log,Plants,lighting up,2,6,S,S-FUNC,S,S-ACTION
log,Plants,wood,1,11,E,E-MAT,E,E-MAT
log,Plants,tree,1,15,E,E-WHOLE,E,E-WHOLE
lungs,Body parts,air,1,11,S,S-OBJECT,S,S-OBJECT
lungs,Body parts,cigarette,1,5,T,T-COORD,S,S-OBJECT
lungs,Body parts,health,1,5,I,I-REP,E,E-SYS
lungs,Body parts,life,1,7,E,E-SYS,I,I-REP
lungs,Body parts,organ,1,13,T,T-SUPER,T,T-SUPER
lungs,Body parts,oxigen,1,7,S,S-OBJECT,E,E-INCOMP
lungs,Body parts,breathing,1,18,S,S-FUNC,S,S-FUNC
lungs,Body parts,vital,1,7,I,I-REP,E,E-SYS
lungs,Body parts,two,1,7,E,E-QUANT,E,E-QUANT
maracas,Musical instruments,dance,1,5,S,S-EVENT,S,S-EVENT
maracas,Musical instruments,joy,1,11,I,I-EMOT,I,I-EMOT
maracas,Musical instruments,music,1,15,S,S-FUNC,S,S-FUNC
maracas,Musical instruments,parties,1,5,S,S-EVENT,S,S-EVENT
maracas,Musical instruments,noises,1,9,E,E-BEH,E,E-EXSURF
maracas,Musical instruments,musical instrument,2,8,T,T-SUPER,T,T-SUPER
microscope,Tools,instrument,1,6,E,E-MAT,T,T-SUPER
microscope,Tools,scientific,1,7,E,E-SYS,E,E-ABSTR
microscope,Tools,investigate,1,9,S,S-FUNC,S,S-FUNC
microscope,Tools,magnification,1,6,E,E-SYS,S,S-FUNC
microscope,Tools,seeing,1,5,S,S-FUNC,S,S-FUNC
microscope,Tools,laboratory,1,6,S,S-LOC,S,S-LOC
monkey,Animals,animal,1,16,T,T-SUPER,T,T-ONT
monkey,Animals,banana,1,6,S,S-LIVING,S,S-OBJECT
monkey,Animals,bouncy,1,7,E,E-BEH,E,E-BEH
monkey,Animals,brown,1,5,E,E-EXSURF,E,E-EXSURF
monkey,Animals,furry,1,9,E,E-EXSURF,E,E-EXSURF
monkey,Animals,inteligent,1,6,E,E-SYS,E,E-SYS
monkey,Animals,climbs,1,7,E,E-BEH,E,E-BEH
monkey,Animals,jungle,1,12,S,S-LOC,S,S-LOC
monkey,Animals,man,1,5,I,I-REP,T,T-COORD
moon,Nature,full,1,6,E,E-EXSURF,E,E-SYS
moon,Nature,light,1,6,S,S-FUNC,E,E-EXSURF
moon,Nature,night,1,15,E,E-BEH,S,S-TIME
moon,Nature,romantic,1,9,I,I-EVAL,I,I-EMOT
moon,Nature,satelite,1,7,T,T-SUPER,T,T-SYN
moose,Animals,animal,1,28,T,T-SUPER,T,T-SUPER
moose,Animals,nice,1,5,I,I-EVAL,I,I-EVAL
moose,Animals,quadruped,1,8,T,T-SUPER,T,T-SUPER
moose,Animals,horns,1,22,E,E-EXCOMP,E,E-EXCOMP
moose,Animals,legs,1,6,E,E-EXCOMP,E,E-EXCOMP
moose,Animals,forest,1,8,S,S-LOC,S,S-LOC
motorcycle,Vehicles,dangerous,1,11,I,I-EVAL,E,E-SYS
motorcycle,Vehicles,fast,1,15,E,E-SYS,E,E-SYS
motorcycle,Vehicles,helmet,1,6,S,S-OBJECT,S,S-OBJECT
motorcycle,Vehicles,noisy,1,7,E,E-SYS,E,E-SYS
motorcycle,Vehicles,wheels,1,12,E,E-EXCOMP,E,E-EXCOMP
motorcycle,Vehicles,transportation,1,11,T,T-SUPER,S,S-FUNC
mountain,Nature,big,1,5,E,E-QUANT,E,E-SYS
mountain,Nature,nice,1,5,I,I-EVAL,I,I-EVAL
mountain,Nature,tall,1,9,E,E-QUANT,E,E-SYS
mountain,Nature,mountain range,2,6,T,T-COORD,E,E-WHOLE
mountain,Nature,snow,1,9,E,E-EXSURF,S,S-PHYST
mountain,Nature,landscape,1,6,E,E-WHOLE,S,S-LOC
mountain,Nature,mountain range,2,6,E,E-WHOLE,E,E-WHOLE
mouse,Animals,animal,1,13,T,T-SUPER,T,T-ONT
mouse,Animals,dirty,1,9,I,I-EVAL,E,E-SYS
mouse,Animals,illness,1,7,I,I-CONTIN,S,S-PERSON
mouse,Animals,rodent,1,12,T,T-SUPER,T,T-SYN
mouse,Animals,small,1,5,E,E-QUANT,E,E-SYS
mouse,Animals,eats,1,7,E,E-BEH,E,E-BEH
mouse,Animals,tail,1,9,E,E-EXCOMP,E,E-EXCOMP
mouse,Animals,hole,1,7,S,S-LOC,S,S-LOC
mouth,Body parts,body,1,5,E,E-WHOLE,E,E-WHOLE
mouth,Body parts,face,1,5,E,E-WHOLE,E,E-WHOLE
mouth,Body parts,eating,1,19,S,S-FUNC,S,S-ACTION
mouth,Body parts,kissing,1,7,S,S-FUNC,S,S-ACTION
mouth,Body parts,speaking,1,16,S,S-FUNC,E,E-BEH
mouth,Body parts,lips,1,7,E,E-EXCOMP,E,E-EXCOMP
mouth,Body parts,teeth,1,10,E,E-INCOMP,E,E-EXCOMP
mouth,Body parts,tonge,1,5,E,E-INCOMP,E,E-EXCOMP
mushroom,Plants,champignon,1,5,S,S-OBJECT,T,T-SYN
mushroom,Plants,eaten,1,5,S,S-ACTION,S,S-ACTION
mushroom,Plants,edible,1,12,S,S-ACTION,E,E-SYS
mushroom,Plants,poisonous,1,11,E,E-SYS,E,E-SYS
mushroom,Plants,species,1,5,T,T-SUBORD,T,T-SUBORD
nail,Tools,hammer,1,8,S,S-OBJECT,S,S-OBJECT
nail,Tools,nailed,1,5,S,S-ACTION,S,S-ACTION
nail,Tools,hanging,1,5,S,S-FUNC,S,S-ACTION
nail,Tools,paintings,1,5,S,S-FUNC,S,S-OBJECT
nail,Tools,ferniture,1,8,S,S-FUNC,E,E-WHOLE
nail,Tools,tip,1,5,E,E-EXCOMP,E,E-EXCOMP
nail,Tools,metal,1,10,E,E-MAT,E,E-MAT
nail file,Accessories,rough,1,5,E,E-EXSURF,E,E-EXSURF
nail file,Accessories,small,1,5,E,E-EXSURF,E,E-QUANT
nail file,Accessories,filing,1,6,S,S-FUNC,S,S-FUNC
nail file,Accessories,polishing,1,9,S,S-FUNC,S,S-ACTION
nail file,Accessories,useful,1,6,I,I-EVAL,I,I-EVAL
nail file,Accessories,cardboard,1,5,E,E-MAT,E,E-MAT
nail file,Accessories,metal,1,9,E,E-MAT,E,E-MAT
necklace,Accessories,accessory,1,6,T,T-SUPER,T,T-ONT
necklace,Accessories,ornament,1,11,T,T-SUPER,T,T-SYN
necklace,Accessories,pearl,1,8,E,E-MAT,E,E-MAT
needle,Tools,thread,1,6,S,S-OBJECT,S,S-OBJECT
needle,Tools,knitting,1,10,S,S-FUNC,S,S-ACTION
needle,Tools,sawing,1,21,S,S-FUNC,S,S-ACTION
needle,Tools,stabbing,1,10,S,S-FUNC,S,S-ACTION
needle,Tools,steel,1,6,E,E-MAT,E,E-MAT
net,Tools,fisherman,1,6,S,S-PERSON,S,S-PERSON
net,Tools,fishing,1,15,S,S-FUNC,S,S-ACTION
net,Tools,thread,1,5,E,E-MAT,E,E-MAT
nose,Body parts,aquiline,1,5,T,T-SUBORD,E,E-EXSURF
nose,Body parts,big,1,6,E,E-QUANT,E,E-QUANT
nose,Body parts,cold,1,5,S,S-EVENT,E,E-SYS
nose,Body parts,face,1,15,E,E-WHOLE,E,E-WHOLE
nose,Body parts,smell,1,13,S,S-FUNC,S,S-FUNC
nose,Body parts,breathing,1,11,S,S-FUNC,S,S-FUNC
nose,Body parts,mucus,1,5,E,E-INCOMP,E,E-INCOMP
nut,Tools,big,1,5,E,E-QUANT,E,E-QUANT
nut,Tools,hexagonal,1,5,E,E-EXSURF,E,E-EXSURF
nut,Tools,mechanic,1,5,S,S-PERSON,S,S-PERSON
nut,Tools,screw,1,12,S,S-OBJECT,S,S-OBJECT
nut,Tools,small,1,6,E,E-QUANT,E,E-QUANT
nut,Tools,fastenning,1,11,S,S-FUNC,S,S-FUNC
nut,Tools,metal,1,6,E,E-MAT,E,E-MAT
octopus,Animals,eaten,1,18,S,S-ACTION,S,S-ACTION
octopus,Animals,mollusk,1,7,S,S-LOC,T,T-SUPER
octopus,Animals,stew,1,6,E,E-WHOLE,S,S-OBJECT
octopus,Animals,ugly,1,5,I,I-EVAL,E,E-EXSURF
octopus,Animals,tentacles,1,14,E,E-EXCOMP,E,E-EXCOMP
octopus,Animals,good,1,8,I,I-EVAL,I,I-EVAL
octopus,Animals,sea,1,24,S,S-LOC,S,S-LOC
onion,Vegetables,acid,1,6,E,E-EXSURF,E,E-INSURF
onion,Vegetables,eaten,1,6,S,S-ACTION,S,S-ACTION
onion,Vegetables,purple,1,5,T,T-SUBORD,E,E-EXSURF
onion,Vegetables,flavouring,1,5,S,S-FUNC,S,S-FUNC
onion,Vegetables,salads,1,7,S,S-ACTION,S,S-FUNC
onion,Vegetables,vegetable,1,6,T,T-SUPER,T,T-SUPER
onion,Vegetables,white,1,5,T,T-SUBORD,E,E-EXSURF
onion,Vegetables,layers,1,6,E,E-EXCOMP,E,E-EXCOMP
onion,Vegetables,cry,1,17,S,S-FUNC,S,S-ACTION
orange,Fruits,acid,1,7,E,E-EXSURF,E,E-INSURF
orange,Fruits,citrus,1,8,T,T-SUPER,T,T-SUPER
orange,Fruits,fruit,1,18,T,T-SUPER,T,T-SUPER
orange,Fruits,juicy,1,6,E,E-INSURF,E,E-INSURF
orange,Fruits,sweet,1,11,E,E-INSURF,E,E-INSURF
orange,Fruits,juice,1,9,S,S-FUNC,S,S-OBJECT
orange,Fruits,seeds,1,5,E,E-INCOMP,E,E-INCOMP
orange,Fruits,skin,1,6,E,E-EXCOMP,E,E-EXCOMP
ostrich,Animals,animal,1,7,T,T-SUPER,T,T-ONT
ostrich,Animals,big,1,10,E,E-QUANT,E,E-QUANT
ostrich,Animals,bird,1,9,T,T-SUPER,T,T-SYN
ostrich,Animals,fast,1,13,E,E-SYS,E,E-SYS
ostrich,Animals,runs,1,5,E,E-BEH,E,E-BEH
ostrich,Animals,feathers,1,15,E,E-EXCOMP,E,E-EXCOMP
ostrich,Animals,eggs,1,13,E,E-BEH,E,E-EXCOMP
ostrich,Animals,beak,1,7,E,E-EXCOMP,E,E-EXCOMP
ostrich,Animals,eggs,1,5,E,E-BEH,E,E-EXCOMP
ostrich,Animals,countryside,1,7,S,S-LOC,S,S-LOC
oven mitt,Utensils,detergent,1,6,S,S-OBJECT,S,S-OBJECT
oven mitt,Utensils,oven,1,7,S,S-OBJECT,S,S-OBJECT
oven mitt,Utensils,tableware,1,6,S,S-OBJECT,T,T-SUPER
oven mitt,Utensils,cleaning,1,12,S,S-FUNC,S,S-ACTION
oven mitt,Utensils,hand,1,8,S,S-LOC,S,S-PERSON
oven mitt,Utensils,colors,1,5,E,E-EXSURF,E,E-EXSURF
oven mitt,Utensils,rubber,1,10,E,E-MAT,E,E-MAT
oven mitt,Utensils,protects,1,9,S,S-FUNC,S,S-FUNC
oven mitt,Utensils,burned,1,8,S,S-FUNC,S,S-PHYST
owl,Animals,animal,1,12,T,T-SUPER,T,T-ONT
owl,Animals,bird,1,15,T,T-SUPER,T,T-SYN
owl,Animals,nocturnal,1,10,S,S-TIME,E,E-BEH
owl,Animals,feathers,1,9,E,E-EXCOMP,E,E-EXCOMP
owl,Animals,noises,1,5,E,E-BEH,E,E-BEH
owl,Animals,caves,1,5,S,S-LOC,S,S-LOC
paddle,Objects,ball,1,17,S,S-OBJECT,S,S-OBJECT
paddle,Objects,net,1,8,S,S-OBJECT,S,S-OBJECT
paddle,Objects,table,1,12,S,S-OBJECT,S,S-OBJECT
paddle,Objects,playing,1,21,S,S-FUNC,S,S-FUNC
paddle,Objects,playing,1,7,S,S-FUNC,S,S-FUNC
paddle,Objects,wood,1,13,E,E-MAT,E,E-MAT
paintbrush,Utensils,artists,1,7,S,S-PERSON,S,S-PERSON
paintbrush,Utensils,paint,1,15,E,E-INCOMP,S,S-FUNC
paintbrush,Utensils,painters,1,6,S,S-PERSON,S,S-PERSON
paintbrush,Utensils,tool,1,11,T,T-SUPER,T,T-SYN
paintbrush,Utensils,painting,1,20,S,S-FUNC,S,S-FUNC
paintbrush,Utensils,bristles,1,14,E,E-EXCOMP,E,E-EXCOMP
paintbrush,Utensils,grip,1,5,E,E-EXCOMP,S,S-FUNC
palm tree,Plants,hot,1,5,S,S-TIME,S,S-PHYST
palm tree,Plants,plant,1,10,T,T-SUPER,T,T-ONT
palm tree,Plants,tall,1,7,E,E-QUANT,E,E-SYS
palm tree,Plants,tree,1,5,T,T-SUPER,T,T-SYN
palm tree,Plants,coconuts,1,11,E,E-BEH,E,E-EXCOMP
palm tree,Plants,v,1,8,E,E-BEH,I,I-REP
panda,Animals,animal,1,12,T,T-SUPER,T,T-ONT
panda,Animals,big,1,6,E,E-QUANT,E,E-SYS
panda,Animals,endangered,1,11,E,E-SYS,E,E-SYS
panda,Animals,furry,1,5,E,E-EXSURF,E,E-EXSURF
panda,Animals,nice,1,7,I,I-EVAL,I,I-EVAL
panda,Animals,tender,1,10,E,E-SYS,E,E-SYS
panda,Animals,black and white,3,14,E,E-EXSURF,E,E-EXSURF
pants,Clothing,clothing,1,24,T,T-SUPER,T,T-SUPER
pants,Clothing,coat,1,9,T,T-SUPER,T,T-COORD
pants,Clothing,comfortable,1,7,I,I-EVAL,E,E-SYS
pants,Clothing,formal,1,5,T,T-SUBORD,E,E-SYS
pants,Clothing,long,1,11,E,E-QUANT,E,E-QUANT
pants,Clothing,women,1,8,S,S-PERSON,S,S-PERSON
pants,Clothing,men,1,11,S,S-PERSON,S,S-PERSON
pants,Clothing,colors,1,7,E,E-EXSURF,E,E-EXSURF
pants,Clothing,sport pants,2,7,T,T-SUBORD,T,T-SUBORD
pants,Clothing,short,1,10,E,E-QUANT,E,E-SYS
pants,Clothing,fabric,1,9,E,E-MAT,E,E-MAT
parrot,Animals,animal,1,8,T,T-SUPER,T,T-ONT
